Gender,Age,StudyHours,Attendance,ExamScore,FinalGrade,Motivation,StressLevel,LearningStyle,AssignmentCompletion,Extracurricular,OnlineCourses
M,24,16,97,77.0,52.0,2,3,3,81,0,0
F,22,16,65,90.0,79.0,3,3,3,89,1,0
F,20,8,65,58.0,74.0,3,4,3,65,0,1
M,21,2,89,74.0,93.0,1,4,2,93,1,0
F,19,14,71,64.0,57.0,1,2,2,98,1,0
F,22,3,86,50.0,65.0,3,2,1,89,1,1
M,17,17,62,52.0,69.0,2,2,2,86,0,1
M,20,16,93,91.0,71.0,1,4,2,78,1,1
F,22,15,79,74.0,31.0,2,3,3,97,0,0
M,24,4,65,77.0,78.0,4,4,2,72,1,0
M,23,15,73,91.0,60.0,2,2,2,63,1,1
M,19,13,66,78.0,58.0,4,3,1,94,0,1
F,17,6,98,90.0,46.0,3,1,3,62,1,1
M,17,15,89,69.0,87.0,4,4,2,94,1,1
M,21,19,70,80.0,81.0,2,1,3,63,0,1
F,17,3,76,76.0,69.0,4,1,2,62,1,0
F,24,11,90,96.0,46.0,2,1,1,68,1,1
M,19,12,92,78.0,41.0,2,1,2,87,1,0
F,22,6,80,73.0,50.0,4,3,2,96,0,0
F,19,13,64,63.0,24.0,1,2,1,67,1,1
F,21,15,85,81.0,97.0,3,1,1,63,1,0
M,21,19,60,68.0,35.0,1,2,1,76,1,0
F,23,13,79,62.0,82.0,2,2,3,71,1,1
M,21,18,75,89.0,24.0,3,1,2,84,1,1
M,24,7,95,96.0,59.0,4,4,2,86,1,0
M,18,17,87,84.0,42.0,3,3,2,72,0,1
F,19,14,78,90.0,56.0,2,2,2,72,1,1
M,19,17,64,78.0,30.0,3,3,1,60,0,0
F,19,19,62,55.0,49.0,3,1,3,92,1,1
F,22,10,80,95.0,56.0,1,1,3,86,1,1
F,17,14,80,50.0,98.0,1,1,2,84,0,1
M,20,12,73,92.0,79.0,4,4,2,97,1,0
M,22,14,85,94.0,54.0,2,2,1,96,1,1
M,22,4,80,86.0,93.0,2,1,3,91,0,0
F,20,18,91,65.0,63.0,2,2,2,90,1,0
F,19,4,66,56.0,76.0,1,3,3,98,0,0
M,21,11,74,67.0,27.0,2,4,1,83,0,0
M,19,13,72,60.0,35.0,1,1,3,65,1,0
F,17,10,66,68.0,39.0,1,4,3,86,0,1
F,20,4,60,99.0,59.0,4,1,1,85,1,0
M,19,17,74,97.0,50.0,2,4,2,91,0,0
M,21,11,99,62.0,77.0,4,2,1,99,1,0
F,17,6,83,80.0,70.0,4,4,1,86,1,1
M,23,17,63,56.0,62.0,4,3,3,63,1,1
M,17,7,81,90.0,71.0,1,3,3,89,1,0
M,21,7,84,67.0,39.0,4,1,3,60,1,1
M,19,16,70,73.0,41.0,1,2,3,85,1,0
F,19,10,72,89.0,51.0,2,4,3,90,1,1
M,17,13,61,60.0,52.0,3,1,3,68,1,1
F,22,9,83,89.0,49.0,1,2,3,94,1,0
F,18,5,93,95.0,76.0,2,4,3,90,1,1
M,19,15,87,89.0,71.0,1,2,2,89,0,0
F,22,10,94,93.0,42.0,3,4,1,94,1,0
M,20,2,94,59.0,60.0,2,2,3,82,1,1
F,21,3,67,95.0,53.0,2,2,2,68,1,1
F,20,3,99,95.0,40.0,1,2,3,88,1,1
M,21,8,97,63.0,85.0,3,1,3,79,1,1
F,22,19,97,95.0,70.0,3,3,1,77,0,1
F,19,10,68,68.0,63.0,2,4,2,98,0,1
F,22,5,89,79.0,42.0,2,2,2,96,1,0
M,18,11,78,72.0,73.0,2,3,1,85,1,0
F,18,4,92,63.0,35.0,3,1,1,92,0,0
F,24,14,85,92.0,48.0,3,2,2,80,0,0
F,21,1,67,91.0,49.0,4,1,3,95,0,0
F,17,12,85,53.0,75.0,4,1,2,62,0,0
M,20,9,89,97.0,35.0,1,1,1,71,1,0
F,20,11,73,57.0,70.0,3,2,3,60,0,1
F,24,17,74,58.0,71.0,2,2,3,91,0,0
F,21,17,62,82.0,74.0,3,4,2,88,1,0
M,20,4,83,83.0,77.0,1,2,1,97,1,1
F,23,1,97,60.0,30.0,2,3,1,73,0,1
M,17,5,64,77.0,13.0,1,3,3,74,0,1
M,20,11,94,54.0,26.0,1,4,2,95,0,1
F,17,8,63,98.0,35.0,4,2,2,96,0,0
M,20,11,88,99.0,40.0,3,4,2,96,0,0
F,24,16,98,92.0,55.0,2,2,1,68,1,0
M,18,1,67,72.0,37.0,3,4,1,60,1,1
F,18,19,75,77.0,64.0,3,1,2,61,1,1
F,22,10,99,86.0,23.0,4,1,2,99,1,1
M,21,19,99,55.0,27.0,1,1,2,72,0,1
M,22,6,93,57.0,42.0,3,3,1,96,1,1
F,18,15,66,75.0,34.0,3,1,1,66,0,1
F,18,1,99,55.0,63.0,2,2,2,62,1,1
F,17,16,63,87.0,50.0,3,3,1,96,1,0
M,21,9,63,74.0,75.0,4,1,1,90,0,1
M,18,14,97,89.0,74.0,1,3,1,90,1,0
F,21,6,85,96.0,39.0,1,4,1,94,1,1
M,22,17,92,53.0,63.0,4,2,2,97,1,1
M,21,5,77,94.0,36.0,4,1,3,65,1,0
F,21,15,73,64.0,84.0,2,2,1,80,0,0
M,24,17,99,66.0,30.0,4,4,2,69,0,1
M,21,4,81,88.0,60.0,4,3,1,64,1,0
M,20,2,74,69.0,61.0,1,2,2,63,0,0
M,20,19,72,61.0,70.0,3,3,2,74,1,1
M,17,9,65,79.0,32.0,1,4,2,68,1,0
M,23,11,65,69.0,87.0,2,3,3,62,1,1
F,19,3,64,98.0,72.0,4,1,1,90,1,1
M,21,9,69,63.0,68.0,3,4,3,86,0,0
F,23,16,95,97.0,29.0,4,3,3,77,1,1
F,22,13,93,64.0,78.0,2,3,1,60,1,0
M,20,11,72,51.0,45.0,1,2,2,68,0,1
M,20,13,81,71.0,20.0,1,2,2,95,0,0
F,22,8,94,66.0,66.0,4,3,1,91,1,1
M,21,7,87,59.0,77.0,1,4,2,76,0,0
M,19,3,65,50.0,72.0,3,4,1,95,1,1
M,23,16,67,69.0,26.0,3,1,1,83,1,1
M,19,10,76,93.0,67.0,3,3,2,78,0,0
M,24,12,61,86.0,67.0,1,3,3,95,1,1
F,22,16,90,51.0,68.0,3,1,2,67,0,0
M,18,7,68,63.0,56.0,4,2,3,96,1,1
F,18,1,72,73.0,61.0,4,4,1,73,1,0
M,18,17,83,63.0,50.0,3,2,3,67,1,1
M,18,7,89,77.0,68.0,1,2,2,92,0,1
F,24,9,77,99.0,47.0,2,1,1,72,1,1
M,23,12,90,65.0,56.0,1,1,3,83,1,0
F,20,19,67,79.0,40.0,4,2,2,64,0,0
M,20,1,84,97.0,68.0,2,3,1,94,0,1
F,21,8,74,50.0,26.0,4,1,2,92,0,1
M,24,17,90,74.0,55.0,1,2,3,96,0,0
M,19,9,96,87.0,84.0,1,1,1,87,1,0
F,21,11,76,65.0,40.0,4,2,1,72,1,0
M,18,18,70,95.0,85.0,3,1,3,74,0,1
F,17,1,75,86.0,85.0,4,3,2,83,1,0
F,24,6,89,54.0,40.0,2,1,3,98,0,1
F,17,12,90,98.0,68.0,1,4,1,94,1,1
F,23,6,90,76.0,74.0,1,1,2,63,0,1
F,19,1,99,86.0,90.0,2,4,1,91,0,1
F,24,17,70,57.0,82.0,3,4,3,78,0,0
F,20,3,77,73.0,57.0,4,3,2,68,1,1
F,23,3,97,67.0,61.0,3,1,2,85,1,0
M,21,1,76,75.0,38.0,2,1,3,83,1,1
M,23,12,63,62.0,46.0,3,2,2,96,1,1
F,24,14,84,73.0,80.0,3,1,3,94,1,1
M,18,12,72,88.0,67.0,1,1,1,88,1,0
F,24,11,63,50.0,84.0,3,3,3,71,0,1
M,23,7,83,59.0,58.0,2,2,1,89,1,1
M,18,2,63,99.0,55.0,2,4,1,83,1,1
M,22,11,64,98.0,57.0,4,3,2,78,0,0
M,22,2,71,90.0,87.0,4,1,2,91,1,0
F,17,9,98,68.0,80.0,4,1,1,66,0,1
F,24,14,90,52.0,54.0,2,1,2,66,0,0
F,20,5,81,80.0,64.0,1,2,2,95,0,0
M,18,12,79,60.0,33.0,2,4,1,73,1,1
F,18,17,96,90.0,83.0,4,1,2,64,0,1
M,21,14,76,97.0,66.0,1,4,1,86,0,1
F,19,7,74,52.0,33.0,4,3,3,95,1,0
M,17,16,77,88.0,31.0,4,4,3,68,0,1
M,17,1,60,93.0,40.0,1,1,2,77,0,0
M,18,12,85,62.0,66.0,1,2,2,79,0,0
F,20,5,74,69.0,67.0,1,3,3,87,0,0
F,22,16,84,96.0,64.0,3,1,2,60,1,0
M,23,3,99,83.0,52.0,2,3,3,67,1,0
F,19,8,60,89.0,68.0,3,2,1,92,0,0
F,19,6,62,84.0,58.0,2,3,3,60,0,1
F,19,4,65,75.0,72.0,2,3,3,79,1,1
M,23,10,63,53.0,65.0,3,4,2,88,0,1
M,18,4,66,91.0,65.0,3,1,1,63,0,1
F,20,12,66,86.0,24.0,4,4,1,64,0,0
F,17,18,90,72.0,35.0,2,4,3,96,0,0
M,19,10,64,67.0,34.0,3,1,2,79,0,1
F,20,16,76,67.0,57.0,3,2,2,76,0,0
F,19,16,74,85.0,54.0,4,1,3,62,1,1
M,17,1,76,93.0,42.0,2,3,3,66,1,1
M,21,11,66,93.0,39.0,2,1,1,62,1,0
F,20,7,61,80.0,62.0,4,1,2,81,0,0
F,19,7,72,51.0,71.0,2,1,1,84,1,1
M,21,11,74,96.0,42.0,2,3,2,99,1,1
M,20,12,92,88.0,52.0,4,2,2,74,0,1
F,24,18,99,72.0,54.0,4,1,2,63,1,0
F,17,12,60,60.0,68.0,2,1,3,63,0,1
F,23,19,91,56.0,50.0,2,2,3,87,1,0
M,24,1,79,58.0,46.0,4,2,1,69,0,1
M,21,9,65,81.0,68.0,1,2,3,96,1,1
M,20,16,94,79.0,19.0,2,2,2,86,1,0
M,23,4,77,57.0,68.0,3,4,1,93,0,0
M,24,10,85,50.0,74.0,3,1,1,84,0,1
M,21,1,71,60.0,63.0,2,2,3,76,0,1
F,20,18,65,85.0,60.0,3,3,2,84,0,0
M,20,19,88,84.0,47.0,3,4,1,84,0,0
F,23,3,61,98.0,47.0,4,4,2,64,1,1
F,17,3,82,86.0,87.0,2,3,2,89,1,0
M,20,15,83,93.0,45.0,1,3,2,60,0,0
F,23,6,86,70.0,31.0,1,4,2,72,0,1
M,17,6,79,89.0,61.0,3,4,3,73,1,0
M,21,14,76,77.0,73.0,1,2,1,68,1,1
M,20,11,92,84.0,92.0,3,4,1,60,1,1
F,17,5,68,85.0,65.0,4,4,3,60,0,0
M,20,6,65,77.0,69.0,1,4,2,97,0,1
F,21,9,86,77.0,20.0,3,3,2,72,1,1
M,20,19,81,61.0,66.0,1,3,3,84,0,1
F,17,12,94,79.0,38.0,3,1,2,61,1,0
M,17,19,87,59.0,81.0,1,1,1,71,1,1
M,19,7,69,80.0,39.0,3,3,3,61,1,0
M,24,17,91,52.0,53.0,2,2,3,92,0,1
F,24,5,89,99.0,44.0,3,4,3,60,0,1
M,19,13,79,96.0,58.0,4,1,3,72,1,1
F,19,5,73,89.0,79.0,4,2,3,98,1,1
M,17,1,75,78.0,75.0,2,1,2,65,0,0
F,17,8,74,96.0,59.0,4,1,3,66,1,0
M,20,11,71,93.0,23.0,4,2,3,88,0,0
M,24,10,97,59.0,74.0,3,4,3,64,1,1
F,17,8,86,76.0,65.0,4,4,3,72,1,1
M,21,8,86,61.0,60.0,4,1,1,84,1,0
F,18,6,64,58.0,32.0,4,3,1,88,0,0
F,19,1,92,91.0,38.0,1,3,2,83,0,0
M,20,12,65,97.0,91.0,1,4,1,74,1,0
F,22,3,92,94.0,34.0,1,1,1,75,1,1
F,23,10,89,99.0,46.0,4,4,2,85,1,0
M,21,18,87,72.0,55.0,2,2,3,82,1,0
M,21,15,93,52.0,43.0,2,1,3,73,0,1
F,24,7,93,60.0,67.0,4,1,1,98,1,1
M,18,14,70,91.0,56.0,1,4,2,99,0,1
M,18,14,79,97.0,58.0,4,2,2,75,1,1
M,19,14,61,60.0,60.0,3,2,1,85,1,0
M,20,12,97,58.0,77.0,3,3,3,98,0,0
M,17,16,71,97.0,69.0,3,1,1,93,0,0
F,21,2,72,53.0,60.0,2,2,2,87,1,1
M,23,12,96,58.0,52.0,2,3,2,77,1,1
F,23,17,72,65.0,36.0,4,1,3,60,0,1
F,24,18,82,81.0,49.0,3,1,1,66,0,1
F,20,2,92,92.0,50.0,1,2,3,70,1,1
M,22,9,71,73.0,48.0,4,1,3,70,1,0
M,24,12,78,51.0,43.0,1,1,3,61,0,0
F,18,17,77,78.0,34.0,4,1,3,95,0,0
F,17,3,70,97.0,57.0,2,3,1,79,1,0
M,19,12,68,85.0,50.0,1,1,3,86,1,0
M,19,7,74,99.0,28.0,2,4,1,64,0,0
F,23,3,61,97.0,72.0,4,2,2,75,0,1
M,21,14,65,76.0,38.0,1,2,2,89,0,0
F,18,19,65,83.0,68.0,4,4,2,95,0,1
M,19,3,83,92.0,41.0,2,3,3,82,1,1
F,19,18,85,96.0,53.0,3,4,2,78,0,1
F,17,4,99,73.0,36.0,2,2,2,73,1,1
F,21,5,85,66.0,80.0,1,1,1,78,0,0
M,19,18,61,96.0,73.0,2,1,3,71,0,1
M,19,4,60,53.0,59.0,4,1,1,65,1,0
M,24,6,63,99.0,67.0,1,4,2,78,1,1
F,19,7,76,94.0,91.0,1,1,3,62,1,0
M,23,3,69,82.0,34.0,3,1,3,96,0,1
M,23,10,87,79.0,23.0,3,4,2,71,0,0
F,23,13,74,57.0,86.0,4,2,1,77,1,0
F,22,3,86,80.0,73.0,4,2,3,77,1,0
F,23,2,81,87.0,49.0,3,1,2,93,1,1
M,22,15,65,50.0,43.0,3,1,3,60,0,0
M,24,17,88,68.0,61.0,3,2,1,77,1,1
M,22,18,78,92.0,45.0,2,4,2,68,1,0
F,18,18,90,93.0,85.0,4,2,1,62,1,0
F,19,13,78,52.0,75.0,3,3,2,68,1,1
M,17,7,85,62.0,44.0,2,4,3,66,1,0
M,21,4,93,62.0,66.0,2,2,3,80,0,0
M,18,17,82,61.0,45.0,3,4,1,91,1,1
M,18,7,73,72.0,40.0,1,2,1,75,1,0
F,20,5,94,62.0,38.0,3,2,3,63,1,1
M,22,7,92,59.0,50.0,3,2,1,76,1,0
F,20,5,67,92.0,67.0,3,2,3,85,0,0
F,23,19,80,99.0,21.0,1,3,1,79,0,1
M,17,12,96,71.0,51.0,1,1,3,92,1,0
M,23,17,87,53.0,25.0,3,4,2,71,0,1
M,24,2,88,56.0,53.0,1,2,1,61,0,1
F,22,12,79,82.0,71.0,4,2,1,74,1,0
F,17,5,81,89.0,77.0,4,1,2,94,0,0
M,18,2,73,70.0,75.0,2,1,3,96,1,0
M,17,14,87,82.0,60.0,3,1,3,95,0,1
M,23,1,66,57.0,49.0,4,3,2,68,0,1
M,24,17,93,87.0,87.0,1,2,1,84,0,0
M,24,2,62,54.0,40.0,1,3,2,61,1,0
F,23,14,99,93.0,56.0,3,4,3,90,1,1
F,17,3,68,84.0,49.0,1,2,3,90,1,0
F,23,9,68,52.0,59.0,4,1,2,64,0,1
M,23,10,84,62.0,59.0,2,4,2,86,1,1
F,22,12,84,86.0,54.0,2,2,3,85,1,0
F,23,11,71,51.0,17.0,2,3,3,70,1,0
M,20,7,88,76.0,90.0,2,2,2,72,1,1
F,24,3,82,76.0,23.0,2,4,1,74,1,1
M,22,3,95,73.0,82.0,2,2,1,78,1,0
F,21,2,82,82.0,49.0,4,2,3,99,1,1
M,22,18,61,73.0,50.0,4,1,2,72,1,1
F,22,6,91,69.0,60.0,2,4,2,66,0,0
F,24,16,87,93.0,60.0,4,2,3,81,0,1
M,24,15,95,68.0,74.0,1,2,2,92,0,1
F,22,14,67,76.0,71.0,4,1,1,99,0,0
M,24,2,81,68.0,77.0,4,2,2,87,0,1
M,24,17,63,56.0,34.0,4,3,2,82,0,1
M,18,15,65,74.0,39.0,3,4,3,78,1,1
F,21,3,88,93.0,85.0,4,3,3,69,1,1
M,20,2,61,63.0,64.0,1,3,3,94,0,1
F,23,6,82,75.0,87.0,4,4,3,92,1,0
M,18,11,90,95.0,91.0,4,2,1,96,1,1
M,22,8,85,98.0,73.0,2,1,3,67,1,0
F,23,10,79,67.0,34.0,1,2,1,76,0,0
M,18,15,82,99.0,70.0,3,3,3,91,1,1
F,18,17,87,99.0,42.0,3,4,1,86,1,0
M,21,11,69,73.0,55.0,2,4,1,93,0,0
F,22,2,64,93.0,45.0,4,2,1,60,1,1
M,19,16,83,91.0,49.0,1,1,3,94,1,1
F,18,1,81,98.0,37.0,1,3,1,92,0,0
F,17,17,99,92.0,55.0,1,4,2,95,1,1
F,24,8,79,58.0,38.0,4,2,1,69,0,1
M,21,1,69,52.0,35.0,1,2,1,92,1,1
F,18,10,61,84.0,41.0,4,1,1,93,0,1
M,22,8,90,99.0,43.0,4,1,2,76,0,1
F,17,5,96,52.0,46.0,3,2,2,83,1,1
M,22,1,62,56.0,69.0,3,1,1,84,0,1
F,24,1,64,56.0,37.0,4,4,1,62,1,1
F,20,3,63,50.0,31.0,2,1,1,90,0,1
M,17,15,90,57.0,90.0,3,4,1,98,0,0
F,17,14,97,64.0,33.0,4,3,1,72,0,0
F,22,19,79,63.0,44.0,2,4,1,66,0,0
M,23,11,70,53.0,62.0,2,1,1,60,0,1
F,19,3,72,53.0,41.0,1,2,3,74,0,0
F,18,17,68,53.0,38.0,4,2,2,91,1,1
M,22,5,93,69.0,45.0,2,1,3,72,0,0
M,20,4,91,79.0,34.0,2,2,1,93,1,0
M,23,2,66,67.0,72.0,1,2,1,73,1,1
F,19,8,63,74.0,29.0,1,2,1,79,0,0
M,24,5,81,58.0,83.0,3,4,2,70,1,1
F,22,8,85,74.0,61.0,2,4,2,61,0,0
F,18,7,83,77.0,75.0,2,4,1,74,0,0
F,24,5,91,85.0,63.0,3,2,2,63,0,1
F,21,8,89,96.0,36.0,4,3,3,78,1,1
M,20,8,81,62.0,62.0,1,2,1,99,0,1
M,17,3,95,56.0,49.0,1,3,1,76,0,0
F,22,11,82,81.0,46.0,4,2,1,99,0,0
F,19,15,84,71.0,69.0,3,4,1,67,1,0
M,22,11,92,51.0,35.0,4,1,1,61,0,1
F,18,17,81,73.0,38.0,4,1,2,90,0,0
M,17,19,77,61.0,62.0,1,4,2,65,1,0
F,17,13,83,96.0,30.0,2,1,2,99,1,0
M,18,3,62,89.0,52.0,2,3,2,96,1,1
M,17,9,92,54.0,16.0,3,2,3,62,0,0
F,21,6,84,51.0,66.0,3,3,2,63,1,0
F,19,11,80,82.0,20.0,1,2,1,97,1,0
M,20,10,85,83.0,86.0,2,2,2,87,0,0
M,18,10,88,74.0,38.0,3,3,3,65,1,1
M,24,11,88,95.0,30.0,4,4,3,93,0,0
M,21,3,61,57.0,71.0,4,4,3,98,1,1
M,20,14,72,79.0,49.0,1,2,3,88,0,0
M,21,15,66,63.0,79.0,2,4,1,91,1,1
M,21,3,66,94.0,69.0,1,3,2,75,0,1
F,18,14,90,76.0,56.0,2,1,2,71,0,0
M,20,6,97,89.0,47.0,1,4,2,93,1,1
F,20,11,77,74.0,41.0,1,1,2,91,0,0
M,19,19,99,89.0,58.0,3,3,2,93,1,0
F,20,4,84,51.0,38.0,1,4,3,68,1,0
F,20,1,90,98.0,52.0,3,3,1,97,0,1
M,18,19,67,90.0,25.0,3,1,3,60,0,1
F,19,11,75,59.0,62.0,4,2,2,65,1,0
M,22,10,61,69.0,60.0,1,3,2,77,0,1
M,17,1,65,91.0,63.0,4,1,3,78,1,1
M,21,13,99,65.0,72.0,1,3,3,93,0,0
M,19,4,71,75.0,84.0,3,1,1,80,1,0
F,20,19,82,89.0,74.0,4,3,1,76,0,1
M,23,11,99,91.0,61.0,1,1,3,94,0,1
M,24,10,87,63.0,77.0,1,1,2,75,0,1
M,20,16,77,98.0,36.0,1,4,1,91,0,0
F,19,8,65,77.0,65.0,3,3,2,83,1,0
F,22,9,64,69.0,23.0,2,1,2,79,1,0
M,22,13,73,67.0,60.0,3,4,3,82,0,0
M,19,1,83,82.0,83.0,3,4,3,64,0,1
F,23,13,94,52.0,56.0,4,3,2,74,1,0
M,19,6,89,97.0,37.0,2,1,3,98,1,1
M,21,6,82,77.0,43.0,4,1,2,60,0,0
M,23,10,64,91.0,76.0,1,1,2,80,1,1
F,22,7,70,93.0,83.0,2,3,1,66,1,1
F,24,17,93,70.0,63.0,4,4,1,90,1,1
M,23,16,64,88.0,39.0,3,2,1,91,0,0
M,20,16,74,60.0,48.0,3,1,1,93,1,0
F,17,2,74,60.0,53.0,2,3,2,89,0,0
M,24,3,91,79.0,84.0,1,4,2,67,1,1
M,24,8,85,74.0,63.0,4,4,1,97,0,1
M,23,7,84,62.0,73.0,1,2,1,77,1,1
F,21,12,72,79.0,99.0,1,4,3,93,1,0
F,20,18,71,61.0,52.0,4,4,1,82,0,1
M,19,7,68,63.0,58.0,3,4,2,77,0,0
M,19,18,85,73.0,50.0,3,4,1,73,1,0
F,22,16,73,86.0,18.0,2,3,1,96,1,0
F,19,14,61,75.0,62.0,1,2,3,74,0,1
M,18,13,61,89.0,87.0,1,4,1,60,0,1
M,20,10,61,80.0,53.0,4,1,3,88,0,1
M,21,7,74,52.0,87.0,2,4,3,69,0,1
F,18,9,68,63.0,37.0,4,4,1,97,0,0
M,18,17,80,84.0,31.0,4,3,2,68,1,0
M,20,17,75,72.0,63.0,1,2,1,65,0,1
F,18,4,73,69.0,81.0,1,3,1,62,1,0
M,20,15,74,65.0,95.0,3,2,1,89,0,0
F,23,7,63,66.0,45.0,1,1,2,95,1,0
M,21,16,96,73.0,48.0,3,2,2,64,0,1
F,24,2,78,80.0,47.0,1,2,2,65,1,0
M,22,8,97,50.0,31.0,3,3,1,95,0,0
F,22,15,98,66.0,43.0,2,3,2,85,1,1
F,19,13,80,75.0,82.0,3,4,2,80,0,0
F,23,2,97,78.0,80.0,2,2,2,71,0,0
M,22,16,62,50.0,76.0,1,2,2,95,1,1
F,17,7,70,71.0,57.0,1,1,2,73,1,0
M,22,7,67,95.0,64.0,3,1,2,60,1,1
M,23,11,88,66.0,35.0,3,2,2,74,1,0
M,21,18,75,73.0,24.0,4,2,1,83,1,1
M,18,3,97,72.0,30.0,3,2,1,73,0,0
M,21,14,90,66.0,38.0,1,1,2,93,0,0
F,21,5,76,52.0,45.0,1,3,1,87,0,0
M,22,8,67,93.0,44.0,2,3,1,93,1,0
F,21,4,98,62.0,53.0,1,1,1,97,0,0
F,24,4,91,50.0,53.0,2,1,3,92,0,1
M,20,5,63,59.0,84.0,3,2,3,80,0,0
M,18,15,96,69.0,47.0,2,4,3,66,0,0
M,21,18,89,92.0,76.0,4,1,1,82,0,0
M,19,8,78,77.0,57.0,1,4,3,87,1,0
F,17,7,99,71.0,71.0,1,1,2,69,0,0
M,20,8,98,75.0,74.0,4,2,1,97,1,0
M,18,11,96,63.0,54.0,2,4,1,60,0,0
M,19,19,65,86.0,84.0,4,2,3,93,0,0
M,19,12,85,90.0,62.0,4,2,2,93,0,1
M,23,3,77,57.0,35.0,1,4,3,76,1,1
F,23,7,88,79.0,62.0,3,4,1,98,1,1
F,22,6,65,61.0,30.0,1,1,3,72,1,0
F,23,19,77,74.0,47.0,1,4,2,76,1,0
M,21,4,80,88.0,25.0,3,2,1,85,0,0
F,24,17,67,67.0,40.0,2,2,1,62,0,1
M,21,18,70,68.0,56.0,1,2,1,66,1,1
F,17,7,88,80.0,38.0,4,4,1,85,1,0
F,20,1,88,59.0,86.0,1,1,3,95,0,0
M,19,12,98,75.0,38.0,1,2,3,73,0,1
F,17,1,72,50.0,17.0,3,3,2,65,0,0
F,18,15,78,72.0,75.0,1,4,3,72,1,1
M,22,9,99,89.0,48.0,3,1,3,83,0,0
F,22,1,84,95.0,87.0,2,1,2,63,1,0
F,19,6,68,71.0,32.0,3,2,1,69,0,0
M,21,1,72,82.0,68.0,4,2,1,89,0,0
M,18,2,84,72.0,42.0,2,4,1,92,0,1
F,20,11,80,83.0,96.0,2,2,3,83,0,0
M,20,11,88,71.0,42.0,3,3,2,98,1,0
M,20,8,89,88.0,18.0,1,1,1,85,0,0
M,20,14,95,74.0,41.0,4,3,2,99,0,1
F,24,3,95,89.0,54.0,3,3,2,74,0,1
M,19,15,87,75.0,67.0,2,2,1,69,0,0
F,20,5,66,90.0,57.0,4,1,1,92,1,1
M,17,14,67,85.0,65.0,3,1,2,90,1,0
F,19,10,80,95.0,62.0,1,3,2,61,0,1
M,23,11,60,69.0,56.0,4,2,3,84,0,0
F,19,17,86,68.0,39.0,2,1,2,62,0,1
M,22,4,73,70.0,38.0,1,2,2,96,1,0
F,17,15,98,88.0,65.0,2,3,3,82,0,1
F,17,10,72,72.0,68.0,1,1,3,85,1,0
M,19,12,95,76.0,82.0,1,3,3,86,1,1
M,23,11,86,91.0,44.0,3,1,3,84,0,1
M,18,14,85,73.0,67.0,1,2,1,90,0,1
M,24,17,93,63.0,53.0,1,2,2,61,0,0
M,20,2,89,65.0,61.0,1,1,3,84,1,0
M,22,11,91,69.0,53.0,1,1,3,68,0,1
M,22,19,99,56.0,61.0,4,2,2,93,1,0
F,23,16,80,76.0,49.0,3,3,2,98,0,1
M,19,13,90,66.0,61.0,4,4,3,80,0,1
M,22,17,89,56.0,38.0,2,3,3,87,1,1
F,24,12,91,57.0,76.0,3,4,2,73,1,1
M,19,2,66,78.0,47.0,2,2,3,82,0,1
F,21,1,64,90.0,32.0,3,1,2,95,1,0
F,23,14,88,76.0,71.0,3,4,3,92,0,0
F,17,5,67,64.0,69.0,2,2,2,84,0,1
F,17,12,98,99.0,53.0,4,2,1,73,0,1
F,18,12,81,64.0,100.0,3,1,1,88,0,0
F,17,17,60,67.0,49.0,4,1,1,82,0,1
F,24,15,63,76.0,48.0,2,2,1,87,0,0
F,20,16,72,70.0,45.0,2,2,1,68,1,0
M,18,3,62,73.0,40.0,1,1,2,87,0,1
M,18,5,88,50.0,71.0,3,4,3,71,0,1
M,17,3,62,53.0,34.0,2,2,1,86,1,0
F,24,16,78,53.0,76.0,3,3,2,69,0,1
F,24,19,93,63.0,29.0,2,3,1,99,0,1
M,21,3,77,59.0,71.0,1,4,3,69,0,1
M,22,13,81,55.0,69.0,4,2,2,82,1,0
M,24,5,76,57.0,58.0,3,1,2,63,1,0
M,19,14,61,87.0,43.0,2,2,3,76,1,1
M,21,3,69,55.0,17.0,1,1,3,71,0,1
F,21,15,99,78.0,41.0,1,1,1,62,0,0
M,18,9,73,91.0,27.0,2,3,3,63,0,1
M,22,18,67,53.0,45.0,4,4,1,76,1,1
F,21,5,61,75.0,65.0,1,4,1,75,1,0
F,18,11,75,59.0,31.0,3,3,2,79,1,0
F,23,3,68,93.0,14.0,2,2,3,94,0,1
M,17,16,83,82.0,33.0,1,1,2,81,1,0
F,22,3,91,98.0,60.0,2,2,1,82,1,1
F,23,7,91,75.0,34.0,3,1,3,68,1,1
F,17,17,91,93.0,82.0,3,3,2,99,0,1
F,19,14,74,86.0,40.0,4,1,2,64,1,1
F,24,7,73,53.0,66.0,2,1,1,65,0,0
M,22,2,67,95.0,76.0,4,1,1,64,0,0
F,19,16,60,70.0,46.0,4,4,3,80,0,1
M,19,3,64,54.0,31.0,2,2,3,96,1,0
F,21,3,96,60.0,57.0,4,1,2,84,1,1
F,22,4,91,91.0,65.0,1,3,2,85,1,1
M,20,17,95,82.0,38.0,3,2,1,91,1,0
M,22,17,86,78.0,46.0,3,3,3,84,1,1
F,17,7,76,99.0,53.0,4,4,2,69,1,1
M,17,3,72,50.0,97.0,1,4,3,79,0,0
M,23,12,65,90.0,63.0,3,3,2,87,0,1
M,24,6,94,62.0,55.0,2,3,1,80,0,0
M,21,18,75,92.0,79.0,3,1,3,90,1,1
